CustomerId,ChurnProbability,ActualChurn
15634602,0.32045955169657225,1
15647311,0.24945398041855343,0
15619304,0.9489866644698074,1
15701354,0.05056750004044327,0
15737888,0.09459709890265294,0
15574012,0.1127898305099666,1
15592531,0.06898743530037711,0
15656148,0.9836581381035289,1
15792365,0.08665543464541367,0
15592389,0.03895453773826113,0
15767821,0.032755111790578134,0
15737173,0.020833853860937515,0
15632264,0.021905050923536645,0
15691483,0.033057300425157116,0
15600882,0.026496256289317396,0
15643966,0.2475854648728922,0
15737452,0.9489605643848879,1
15788218,0.02200668299779076,0
15661507,0.5336785292092198,0
15568982,0.017500275714364872,0
15577657,0.020550572914714436,0
15597945,0.028220930565368115,0
15699309,0.3254920808789566,1
15725737,0.05274373713020352,0
15625047,0.21054199278153685,0
15738191,0.014311504211756495,0
15736816,0.15608698854553965,0
15700772,0.0545146447346445,0
15728693,0.423839167957501,0
15656300,0.03845568292050851,0
15589475,0.7189900353434732,1
15706552,0.08537687120774352,0
15750181,0.1446470017344734,0
15659428,0.04399363991384909,0
15732963,0.02300869425364596,0
15794171,0.5901350092876358,1
15788448,0.05691027008286936,0
15729599,0.05512163158023642,0
15717426,0.11257627795412829,0
15585768,0.035558238584042196,0
15619360,0.30142637033043707,0
15738148,0.7143050463827706,1
15687946,0.24903802391812116,0
15755196,0.5332577240976228,1
15684171,0.22229721571186797,0
15754849,0.07552545664218474,0
15602280,0.20617793902007947,1
15771573,0.34377597452023606,1
15766205,0.22796809076602564,0
15771873,0.14191012038228223,0
15616550,0.1244451144620695,0
15768193,0.06552645178401019,0
15683553,0.027207618383213523,0
15702298,0.44538895711323473,1
15569590,0.39999243430532616,1
15760861,0.15125610056327,0
15630053,0.34545124275940986,0
15647091,0.08884162251535169,0
15623944,0.9031271210710817,1
15804771,0.38210762684896277,0
15651280,0.2398529107285742,0
15773469,0.05962716235751698,0
15702014,0.02920359105292857,0
15751208,0.21922598736971816,0
15592461,0.1409851094189416,0
15789484,0.05508368013853335,0
15696061,0.1989617213799413,0
15641582,0.1223208065079388,0
15638424,0.0641451441331618,0
15755648,0.08892943855258058,0
15703793,0.9981400041493941,1
15620344,0.16858783678642825,0
15812518,0.12132347701849483,0
15779052,0.04547008929829348,0
15770811,0.01910354746377141,0
15780961,0.10370716253587153,0
15614049,0.06436751825472137,0
15662085,0.13864335105947911,0
15575185,0.1070447459814341,0
15803136,0.23405963357309417,0
15706021,0.040380991774133464,0
15663706,0.2563646696698785,1
15641732,0.0350858857823225,0
15701164,0.10074246697142351,0
15738751,0.16111643086917923,0
15805254,0.009413714162400643,0
15762418,0.11373216438186444,1
15625759,0.017736777170702503,0
15622897,0.8192698064665633,1
15767954,0.02651170416887938,0
15757535,0.9471373059100473,1
15731511,0.15353826174262444,0
15809248,0.040228427195467126,0
15640635,0.014469958620107151,0
15676966,0.02287571539687051,0
15699461,0.09473509769760712,0
15738721,0.09081931324309694,0
15693683,0.031770311792695384,0
15604348,0.02129859363590055,0
15633059,0.01791181684087027,0
15808582,0.3103328616761793,0
15743192,0.11469856880146742,0
15580146,0.09783627012126779,0
15776605,0.025267310159897298,0
15804919,0.26849745047579526,1
15613854,0.1817929017674431,1
15599195,0.0730843098362669,0
15812878,0.20904836198776117,0
15602312,0.1017083532174713,0
15744689,0.21827522988150772,1
15803526,0.09852414528300905,0
15665790,0.17478425416772814,0
15715951,0.1776559586861282,0
15591100,0.06525186099173637,0
15609618,0.03633427016245045,1
15675522,0.07620395439905484,0
15705512,0.21618676912423848,0
15698028,0.06370389832663138,0
15661670,0.47503460493486105,1
15600781,0.047587466920279535,0
15682472,0.027707611300015398,0
15580203,0.12274377508770414,0
15690673,0.05421017844317363,0
15760085,0.54693147206137,0
15779659,0.26347244648750034,0
15627360,0.21766373048450677,1
15671137,0.6500175006409855,1
15782688,0.9430066412189808,1
15575492,0.05126976157381824,0
15591607,0.08484027582279971,0
15740404,0.019403037538094994,0
15718369,0.1527855059887751,0
15677871,0.054706053932161464,0
15642004,0.010386186502205338,0
15712543,0.11312894655990571,0
15584518,0.32305396340361275,0
15802381,0.11517762966728881,0
15610156,0.12276099805819063,0
15594408,0.831594226000887,1
15640905,0.08372521511951465,1
15698932,0.561873360691983,0
15724944,0.017155112819625343,0
15628145,0.15043841318527837,0
15713483,0.802924089671636,1
15612350,0.2002494531228681,1
15800703,0.06306604657728754,0
15705707,0.07475807131775197,0
15754105,0.12148259406427508,0
15703264,0.2951415848296701,0
15794413,0.04738099778922946,0
15650237,0.024078334470445734,0
15759618,0.8361379439132478,1
15811589,0.035794140432439676,0
15689044,0.11591700547874549,0
15709368,0.05213869911559036,0
15679145,0.9016019582019582,1
15655007,0.023824583392370546,0
15623595,0.026905459787534905,0
15589975,0.0337111121004026,0
15804017,0.2545630381714126,0
15692132,0.06053048945233811,0
15641122,0.015480517704283726,0
15630910,0.550933597559304,0
15680772,0.02684605628784264,0
15658929,0.09084683630561505,1
15585388,0.051525105320435506,0
15724623,0.3131416456529052,1
15588537,0.3261481644427303,0
15574692,0.03797709596801095,1
15611325,0.03740733509419534,0
15587562,0.12379577597388707,0
15613172,0.05851791955461735,0
15651022,0.6906546172859382,1
15586310,0.08358412594142461,0
15625524,0.02770525318912512,0
15755209,0.10202805394509605,0
15645248,0.028991595451278062,0
15790355,0.05064826453540603,0
15762615,0.1476654977125673,0
15625426,0.9238839160326899,1
15716334,0.1958847645416928,0
15789669,0.030025356445585447,0
15621075,0.30788245716836926,0
15810845,0.02293709382660862,0
15719377,0.5529121657681998,1
15654506,0.019752764472773535,0
15771977,0.2137381486491443,0
15708710,0.2525724534590555,0
15726676,0.023166669372525133,0
15587421,0.11265557970132832,0
15726931,0.09561378178842778,1
15771086,0.08348043596179443,0
15756850,0.03557899907734763,0
15702741,0.08066872602545284,0
15679200,0.028382588458767392,0
15594815,0.06623435146157103,0
15635905,0.022043415674847355,0
15777892,0.20401594869116707,0
